time,device_id,x_pos,y_pos,velocity
2013-08-03T17:11:09.501717,charles,555.5,324,22.3439
2013-08-03T17:11:09.517022,charles,532,336,26.38655
2013-08-03T17:11:09.535422,charles,501,347,32.89377
2013-08-03T17:11:09.553444,charles,467,355,34.9285
2013-08-03T17:11:09.567223,charles,432,359,35.22783
2013-08-03T17:11:09.588720,charles,396,359.5,36.00347
2013-08-03T17:11:09.599475,charles,358,359.5,38
2013-08-03T17:11:09.622158,charles,320.5,354.5,37.83186
2013-08-03T17:11:09.634517,charles,284,347,37.26258
2013-08-03T17:11:09.650954,charles,248,339,36.87818
2013-08-03T17:11:09.670284,charles,214,327.5,35.8922
2013-08-03T17:11:09.686447,charles,184,316,32.12865
2013-08-03T17:11:09.701178,charles,158,302,29.52965
2013-08-03T17:11:09.718030,charles,134.5,285.5,28.71411
2013-08-03T17:11:09.739366,charles,115.5,267,26.51886
2013-08-03T17:11:09.750793,charles,101,248,23.90084
2013-08-03T17:11:09.767371,charles,91,229.5,21.02974
2013-08-03T17:11:09.785384,charles,85,212.5,18.02776
2013-08-03T17:11:09.801608,charles,82.5,193,19.6596
2013-08-03T17:11:09.817727,charles,82.5,174,19
2013-08-03T17:11:09.836002,charles,87,155,19.52562
2013-08-03T17:11:09.855216,charles,95.5,138,19.00658
2013-08-03T17:11:09.866820,charles,110,120.5,22.72664
2013-08-03T17:11:09.885793,charles,127,105.5,22.67157
2013-08-03T17:11:09.900655,charles,146.5,93,23.16247
2013-08-03T17:11:09.919945,charles,167.5,82.5,23.47871
2013-08-03T17:11:09.934579,charles,190.5,73.5,24.69818
2013-08-03T17:11:09.950294,charles,213.5,65.5,24.35159
2013-08-03T17:11:09.971279,charles,237.5,59,24.86463
2013-08-03T17:11:09.984485,charles,262.5,55,25.31798
